ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,audiobook_title,audiobook_uri,audiobook_chapter_uri,audiobook_chapter_title,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2021-09-04T07:27:56Z,web_player windows 10;chrome 93.0.4577.63;desktop,265906,IN,27.5.235.251,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,remote,trackdone,false,false,false,,false
2021-09-04T07:33:22Z,web_player windows 10;chrome 93.0.4577.63;desktop,265864,IN,27.5.235.251,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-04T07:33:22Z,web_player windows 10;chrome 93.0.4577.63;desktop,265864,IN,27.5.235.251,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-04T07:37:48Z,web_player windows 10;chrome 93.0.4577.63;desktop,265935,IN,27.5.235.251,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-04T07:37:48Z,web_player windows 10;chrome 93.0.4577.63;desktop,265935,IN,27.5.235.251,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-04T07:42:14Z,web_player windows 10;chrome 93.0.4577.63;desktop,265933,IN,27.5.235.251,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-04T07:46:40Z,web_player windows 10;chrome 93.0.4577.63;desktop,265952,IN,27.5.235.251,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-04T07:46:40Z,web_player windows 10;chrome 93.0.4577.63;desktop,265952,IN,27.5.235.251,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-04T07:51:07Z,web_player windows 10;chrome 93.0.4577.63;desktop,265939,IN,27.5.235.251,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-04T07:51:07Z,web_player windows 10;chrome 93.0.4577.63;desktop,265939,IN,27.5.235.251,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-04T07:55:33Z,web_player windows 10;chrome 93.0.4577.63;desktop,265948,IN,27.5.235.251,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-04T07:55:33Z,web_player windows 10;chrome 93.0.4577.63;desktop,265948,IN,27.5.235.251,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-04T07:59:59Z,web_player windows 10;chrome 93.0.4577.63;desktop,265930,IN,27.5.235.251,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-04T07:59:59Z,web_player windows 10;chrome 93.0.4577.63;desktop,265930,IN,27.5.235.251,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-04T08:04:25Z,web_player windows 10;chrome 93.0.4577.63;desktop,265943,IN,27.5.235.251,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-04T08:04:25Z,web_player windows 10;chrome 93.0.4577.63;desktop,265943,IN,27.5.235.251,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-04T08:08:51Z,web_player windows 10;chrome 93.0.4577.63;desktop,265946,IN,27.5.235.251,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-04T08:08:51Z,web_player windows 10;chrome 93.0.4577.63;desktop,265946,IN,27.5.235.251,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-04T08:13:18Z,web_player windows 10;chrome 93.0.4577.63;desktop,265951,IN,27.5.235.251,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-04T08:13:18Z,web_player windows 10;chrome 93.0.4577.63;desktop,265951,IN,27.5.235.251,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-04T08:17:44Z,web_player windows 10;chrome 93.0.4577.63;desktop,265948,IN,27.5.235.251,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-04T08:17:44Z,web_player windows 10;chrome 93.0.4577.63;desktop,265948,IN,27.5.235.251,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-04T08:22:10Z,web_player windows 10;chrome 93.0.4577.63;desktop,265936,IN,27.5.235.251,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-04T08:22:10Z,web_player windows 10;chrome 93.0.4577.63;desktop,265936,IN,27.5.235.251,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-04T08:26:36Z,web_player windows 10;chrome 93.0.4577.63;desktop,0,IN,27.5.235.251,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-04T08:26:36Z,web_player windows 10;chrome 93.0.4577.63;desktop,265951,IN,27.5.235.251,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-04T08:26:36Z,web_player windows 10;chrome 93.0.4577.63;desktop,0,IN,27.5.235.251,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-04T08:31:02Z,web_player windows 10;chrome 93.0.4577.63;desktop,265957,IN,27.5.235.251,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-04T08:31:02Z,web_player windows 10;chrome 93.0.4577.63;desktop,265957,IN,27.5.235.251,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-04T08:35:28Z,web_player windows 10;chrome 93.0.4577.63;desktop,0,IN,27.5.235.251,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-04T08:35:29Z,web_player windows 10;chrome 93.0.4577.63;desktop,265944,IN,27.5.235.251,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-04T08:39:55Z,web_player windows 10;chrome 93.0.4577.63;desktop,265945,IN,27.5.235.251,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-04T08:39:55Z,web_player windows 10;chrome 93.0.4577.63;desktop,265945,IN,27.5.235.251,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-04T08:44:21Z,web_player windows 10;chrome 93.0.4577.63;desktop,265971,IN,27.5.235.251,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-04T08:44:21Z,web_player windows 10;chrome 93.0.4577.63;desktop,265971,IN,27.5.235.251,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-04T08:48:47Z,web_player windows 10;chrome 93.0.4577.63;desktop,265939,IN,27.5.235.251,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-04T08:48:47Z,web_player windows 10;chrome 93.0.4577.63;desktop,265939,IN,27.5.235.251,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-04T08:53:13Z,web_player windows 10;chrome 93.0.4577.63;desktop,265941,IN,27.5.235.251,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-04T08:53:13Z,web_player windows 10;chrome 93.0.4577.63;desktop,265941,IN,27.5.235.251,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-04T08:57:39Z,web_player windows 10;chrome 93.0.4577.63;desktop,0,IN,27.5.235.251,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-04T08:57:39Z,web_player windows 10;chrome 93.0.4577.63;desktop,0,IN,27.5.235.251,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-04T08:57:39Z,web_player windows 10;chrome 93.0.4577.63;desktop,265935,IN,27.5.235.251,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-04T18:57:55Z,web_player windows 10;chrome 93.0.4577.63;desktop,82122,IN,27.5.251.216,"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,Mann Bharryaa 2.0,spotify:track:3jf5303mzzJ96O8xFTcEn4,,,,,,,,trackdone,remote,false,false,false,,false
2021-09-05T07:01:17Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",14920,IN,27.5.242.134,Mann Bharryaa 2.0,B Praak,Shershaah,spotify:track:0OGWPZujUqgF5ER4iSg2Qp,,,,,,,,clickrow,logout,false,false,false,,false
2021-09-05T07:05:46Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",251182,IN,27.5.242.134,Mann Bharryaa 2.0,B Praak,Shershaah,spotify:track:0OGWPZujUqgF5ER4iSg2Qp,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-05T07:21:36Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",120677,IN,27.5.217.27,Mann Bharryaa 2.0,B Praak,Shershaah,spotify:track:0OGWPZujUqgF5ER4iSg2Qp,,,,,,,,trackdone,logout,false,false,false,,false
2021-09-05T07:22:52Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",2083,IN,27.5.217.27,Mann Bharryaa 2.0,B Praak,Shershaah,spotify:track:0OGWPZujUqgF5ER4iSg2Qp,,,,,,,,appload,endplay,false,false,false,,false
2021-09-05T08:35:26Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",179480,IN,27.5.217.27,Mann Bharryaa 2.0,B Praak,Shershaah,spotify:track:0OGWPZujUqgF5ER4iSg2Qp,,,,,,,,clickrow,logout,false,false,false,,false
2021-09-05T08:50:50Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",19720,IN,27.5.217.27,Mann Bharryaa 2.0,B Praak,Shershaah,spotify:track:0OGWPZujUqgF5ER4iSg2Qp,,,,,,,,appload,logout,false,false,false,,false
2021-09-05T08:51:59Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",66905,IN,27.5.217.27,Mann Bharryaa 2.0,B Praak,Shershaah,spotify:track:0OGWPZujUqgF5ER4iSg2Qp,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-05T10:31:12Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",29434,IN,27.5.217.27,Mann Bharryaa 2.0,B Praak,Shershaah,spotify:track:0OGWPZujUqgF5ER4iSg2Qp,,,,,,,,trackdone,logout,false,false,false,,false
2021-09-05T10:35:09Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",230292,IN,27.5.217.27,"Raataan Lambiyan (From ""Shershaah"")",Tanishk Bagchi,Raataan Lambiyan,spotify:track:2rOnSn2piaqLAlYjtfUBlY,,,,,,,,fwdbtn,trackdone,false,false,false,,false
2021-09-05T10:39:33Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",228855,IN,27.5.217.27,"Ranjha (From ""Shershaah"")",Jasleen Royal,Ranjha,spotify:track:72zHuDxFQTjbL51qJQSA7j,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-05T10:43:59Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",266005,IN,27.5.217.27,Mann Bharryaa 2.0,B Praak,Shershaah,spotify:track:0OGWPZujUqgF5ER4iSg2Qp,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-05T10:48:44Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",230292,IN,27.5.217.27,"Raataan Lambiyan (From ""Shershaah"")",Tanishk Bagchi,Raataan Lambiyan,spotify:track:2rOnSn2piaqLAlYjtfUBlY,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-05T10:52:33Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",228855,IN,27.5.217.27,"Ranjha (From ""Shershaah"")",Jasleen Royal,Ranjha,spotify:track:72zHuDxFQTjbL51qJQSA7j,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-05T11:08:34Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",39373,IN,27.5.217.27,Mann Bharryaa 2.0,B Praak,Shershaah,spotify:track:0OGWPZujUqgF5ER4iSg2Qp,,,,,,,,trackdone,logout,false,false,false,,false
2021-09-05T11:08:57Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",39373,IN,27.5.217.27,Mann Bharryaa 2.0,B Praak,Shershaah,spotify:track:0OGWPZujUqgF5ER4iSg2Qp,,,,,,,,trackdone,logout,false,false,false,,false
2021-09-05T11:08:59Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",0,IN,27.5.217.27,Mann Bharryaa 2.0,B Praak,Shershaah,spotify:track:0OGWPZujUqgF5ER4iSg2Qp,,,,,,,,appload,endplay,false,false,false,,false
2021-09-05T11:12:50Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",230292,IN,27.5.217.27,"Raataan Lambiyan (From ""Shershaah"")",Tanishk Bagchi,Raataan Lambiyan,spotify:track:2rOnSn2piaqLAlYjtfUBlY,,,,,,,,clickrow,trackdone,false,false,false,,false
2021-09-05T11:16:40Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",228855,IN,27.5.217.27,"Ranjha (From ""Shershaah"")",Jasleen Royal,Ranjha,spotify:track:72zHuDxFQTjbL51qJQSA7j,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-05T11:22:09Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",266005,IN,27.5.217.27,Mann Bharryaa 2.0,B Praak,Shershaah,spotify:track:0OGWPZujUqgF5ER4iSg2Qp,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-05T11:26:00Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",230292,IN,27.5.217.27,"Raataan Lambiyan (From ""Shershaah"")",Tanishk Bagchi,Raataan Lambiyan,spotify:track:2rOnSn2piaqLAlYjtfUBlY,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-05T11:30:51Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",228855,IN,27.5.217.27,"Ranjha (From ""Shershaah"")",Jasleen Royal,Ranjha,spotify:track:72zHuDxFQTjbL51qJQSA7j,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-05T11:35:18Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",266005,IN,27.5.217.27,Mann Bharryaa 2.0,B Praak,Shershaah,spotify:track:0OGWPZujUqgF5ER4iSg2Qp,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-05T11:39:09Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",230292,IN,27.5.217.27,"Raataan Lambiyan (From ""Shershaah"")",Tanishk Bagchi,Raataan Lambiyan,spotify:track:2rOnSn2piaqLAlYjtfUBlY,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-05T11:42:58Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",228855,IN,27.5.217.27,"Ranjha (From ""Shershaah"")",Jasleen Royal,Ranjha,spotify:track:72zHuDxFQTjbL51qJQSA7j,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-05T11:48:37Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",266005,IN,27.5.217.27,Mann Bharryaa 2.0,B Praak,Shershaah,spotify:track:0OGWPZujUqgF5ER4iSg2Qp,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-05T11:52:28Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",230292,IN,27.5.217.27,"Raataan Lambiyan (From ""Shershaah"")",Tanishk Bagchi,Raataan Lambiyan,spotify:track:2rOnSn2piaqLAlYjtfUBlY,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-05T11:56:17Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",228855,IN,27.5.217.27,"Ranjha (From ""Shershaah"")",Jasleen Royal,Ranjha,spotify:track:72zHuDxFQTjbL51qJQSA7j,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-05T12:00:44Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",266005,IN,27.5.217.27,Mann Bharryaa 2.0,B Praak,Shershaah,spotify:track:0OGWPZujUqgF5ER4iSg2Qp,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-05T12:05:34Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",230292,IN,27.5.217.27,"Raataan Lambiyan (From ""Shershaah"")",Tanishk Bagchi,Raataan Lambiyan,spotify:track:2rOnSn2piaqLAlYjtfUBlY,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-05T12:09:23Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",228855,IN,27.5.217.27,"Ranjha (From ""Shershaah"")",Jasleen Royal,Ranjha,spotify:track:72zHuDxFQTjbL51qJQSA7j,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-05T12:13:50Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",266005,IN,27.5.217.27,Mann Bharryaa 2.0,B Praak,Shershaah,spotify:track:0OGWPZujUqgF5ER4iSg2Qp,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-05T12:17:41Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",230292,IN,27.5.217.27,"Raataan Lambiyan (From ""Shershaah"")",Tanishk Bagchi,Raataan Lambiyan,spotify:track:2rOnSn2piaqLAlYjtfUBlY,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-05T12:22:32Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",228855,IN,27.5.217.27,"Ranjha (From ""Shershaah"")",Jasleen Royal,Ranjha,spotify:track:72zHuDxFQTjbL51qJQSA7j,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-05T12:27:55Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",266005,IN,27.5.217.27,Mann Bharryaa 2.0,B Praak,Shershaah,spotify:track:0OGWPZujUqgF5ER4iSg2Qp,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-05T12:31:46Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",230292,IN,27.5.217.27,"Raataan Lambiyan (From ""Shershaah"")",Tanishk Bagchi,Raataan Lambiyan,spotify:track:2rOnSn2piaqLAlYjtfUBlY,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-05T12:36:52Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",228855,IN,27.5.217.27,"Ranjha (From ""Shershaah"")",Jasleen Royal,Ranjha,spotify:track:72zHuDxFQTjbL51qJQSA7j,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-05T12:42:19Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",266005,IN,27.5.217.27,Mann Bharryaa 2.0,B Praak,Shershaah,spotify:track:0OGWPZujUqgF5ER4iSg2Qp,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-05T12:46:10Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",230292,IN,27.5.217.27,"Raataan Lambiyan (From ""Shershaah"")",Tanishk Bagchi,Raataan Lambiyan,spotify:track:2rOnSn2piaqLAlYjtfUBlY,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-05T12:50:00Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",228855,IN,27.5.217.27,"Ranjha (From ""Shershaah"")",Jasleen Royal,Ranjha,spotify:track:72zHuDxFQTjbL51qJQSA7j,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-05T12:54:26Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",266005,IN,27.5.217.27,Mann Bharryaa 2.0,B Praak,Shershaah,spotify:track:0OGWPZujUqgF5ER4iSg2Qp,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-05T12:59:18Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",230292,IN,27.5.217.27,"Raataan Lambiyan (From ""Shershaah"")",Tanishk Bagchi,Raataan Lambiyan,spotify:track:2rOnSn2piaqLAlYjtfUBlY,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-05T13:06:20Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",228855,IN,27.5.217.27,"Ranjha (From ""Shershaah"")",Jasleen Royal,Ranjha,spotify:track:72zHuDxFQTjbL51qJQSA7j,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-05T13:14:28Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",266005,IN,27.5.217.27,Mann Bharryaa 2.0,B Praak,Shershaah,spotify:track:0OGWPZujUqgF5ER4iSg2Qp,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-05T13:18:19Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",230292,IN,27.5.217.27,"Raataan Lambiyan (From ""Shershaah"")",Tanishk Bagchi,Raataan Lambiyan,spotify:track:2rOnSn2piaqLAlYjtfUBlY,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-05T13:23:10Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",228855,IN,27.5.217.27,"Ranjha (From ""Shershaah"")",Jasleen Royal,Ranjha,spotify:track:72zHuDxFQTjbL51qJQSA7j,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-05T13:27:37Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",266005,IN,27.5.217.27,Mann Bharryaa 2.0,B Praak,Shershaah,spotify:track:0OGWPZujUqgF5ER4iSg2Qp,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-05T13:31:27Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",230292,IN,27.5.217.27,"Raataan Lambiyan (From ""Shershaah"")",Tanishk Bagchi,Raataan Lambiyan,spotify:track:2rOnSn2piaqLAlYjtfUBlY,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-09-05T13:35:34Z,"Android OS 9 API 28 (Xiaomi, Redmi Note 5 Pro)",228855,IN,27.5.217.27,"Ranjha (From ""Shershaah"")",Jasleen Royal,Ranjha,spotify:track:72zHuDxFQTjbL51qJQSA7j,,,,,,,,trackdone,trackdone,false,false,false,,false
